time = 2020-11-17 09:03:00 cash in hand = 738.02, portfolio value = 1613.41, unrealized PNL = 111.99 realized PNL = -638.62, holding = 1.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -44.244573273188905 and [call,puts] values are = [32. 23.] and max call price = 31.75 compared to 31.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.5260305260153473 and RSI = 67.53406257672204 and slop[-1] =-24.81496025438261 and self.submitted = 0 and upper BBand = 3606.7787814108447 and lower BBand = 3605.992616313874 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1915, and df["volume"] = 280
time = 2020-11-17 09:29:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3607.75 and bar_num = 1.0 and obv_slope = 36.28402977352416 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.2563426447377424 and RSI = 46.41155274695713 and slop[-1] =-18.956945726618546 and self.submitted = 0 and upper BBand = 3607.84677342915 and lower BBand = 3605.4373013807035 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3454, and df["volume"] = 2555
time = 2020-11-17 09:29:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3607.75 and bar_num = 1.0 and obv_slope = 36.33590340537059 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.0 and max put price = 23.5 compared to 21.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.5 and EMA_9 - EMA_26 DIFF = 0.2563426447377424 and RSI = 46.41155274695713 and slop[-1] =-18.956945726618546 and self.submitted = 0 and upper BBand = 3607.84677342915 and lower BBand = 3605.4373013807035 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3454, and df["volume"] = 2756
time = 2020-11-17 09:29:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3607.75 and bar_num = 1.0 and obv_slope = 36.36654505372974 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.2563426447377424 and RSI = 46.41155274695713 and slop[-1] =-18.956945726618546 and self.submitted = 0 and upper BBand = 3607.84677342915 and lower BBand = 3605.4373013807035 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3454, and df["volume"] = 2879
time = 2020-11-17 09:29:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3607.75 and bar_num = 1.0 and obv_slope = 36.42242973861566 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.2563426447377424 and RSI = 46.41155274695713 and slop[-1] =-18.956945726618546 and self.submitted = 0 and upper BBand = 3607.84677342915 and lower BBand = 3605.4373013807035 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3454, and df["volume"] = 3112
time = 2020-11-17 09:29:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3607.75 and bar_num = 1.0 and obv_slope = 36.41538745775402 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.2563426447377424 and RSI = 46.41155274695713 and slop[-1] =-18.956945726618546 and self.submitted = 0 and upper BBand = 3607.84677342915 and lower BBand = 3605.4373013807035 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3454, and df["volume"] = 3082
time = 2020-11-17 09:29:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3607.75 and bar_num = 1.0 and obv_slope = 36.425701042329436 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.2563426447377424 and RSI = 46.41155274695713 and slop[-1] =-18.956945726618546 and self.submitted = 0 and upper BBand = 3607.84677342915 and lower BBand = 3605.4373013807035 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3454, and df["volume"] = 3126
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 1.0 and obv_slope = 46.851957288057775 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 0
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 2.0 and obv_slope = 46.455203409997125 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.25 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 575
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 2.0 and obv_slope = 46.310157409831504 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.25 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 800
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 2.0 and obv_slope = 46.08236539654869 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.0 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 1171
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 2.0 and obv_slope = 45.864867702900845 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.0 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 1547
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1462.5, unrealized PNL = -38.92 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 2.0 and obv_slope = 46.10567474793665 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.0 and max put price = 23.5 compared to 21.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.5 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 1132
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1525.0, unrealized PNL = 23.58 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 2.0 and obv_slope = 45.93346369143224 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.5 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 1426
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1525.0, unrealized PNL = 23.58 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 42.94300177770336 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 1679
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1525.0, unrealized PNL = 23.58 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 42.58988614568236 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.5 and max put price = 23.5 compared to 22.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.0 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 1820
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1525.0, unrealized PNL = 23.58 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 42.07694217452487 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.5 and max put price = 23.5 compared to 22.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.0 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 2022
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1525.0, unrealized PNL = 23.58 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 41.62834725450764 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 2196
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1525.0, unrealized PNL = 23.58 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 41.51912013654831 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 2238
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1525.0, unrealized PNL = 23.58 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 41.27069238074911 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.5 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 2333
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1525.0, unrealized PNL = 23.58 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 40.72810402422033 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.5 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 2538
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 40.495123330619656 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.5 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 2625
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 39.18854928440299 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 3102
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 37.83152777452239 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 3579
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 39.52746961276363 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 2980
time = 2020-11-17 09:30:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.0 and bar_num = 1.0 and obv_slope = 39.19971363026062 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.3984965463655499 and RSI = 59.577781837244245 and slop[-1] =36.425701042329436 and self.submitted = 0 and upper BBand = 3607.973589346053 and lower BBand = 3605.321284270005 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3126, and df["volume"] = 3098
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 1.0 and obv_slope = 23.027704588058736 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 29.75 and max put price = 23.5 compared to 21.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.75 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 0
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 24.63627628870187 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.25 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 276
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 26.751437062015498 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.25 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 650
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 25.708906536573235 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.25 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 464
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 26.840242257725368 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.0 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 666
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 27.545669097332414 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.0 and max put price = 23.5 compared to 21.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.5 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 794
