time = 2020-11-17 16:00:00 cash in hand = 2236.04, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -263.62, holding = 0.0 calls and 0.0 puts and ES = 3604.5 and bar_num = -5.0 and obv_slope = 5.965177653126778 and [call,puts] values are = [30.25 20.25] and max call price = 28.0 compared to 28.0 and max put price = 18.75 compared to 18.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 18.75 and EMA_9 - EMA_26 DIFF = -1.9437855302335265 and RSI = 19.40279797812389 and slop[-1] =-27.799494591156172 and self.submitted = 0 and upper BBand = 3604.6975935057812 and lower BBand = 3603.5795595170316 and df["roll_max_cp"] = 3611.0 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 520.0 and df["volume"].iloc[i-1] = 179, and df["volume"] = 311
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -29.76931223120253 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 15
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -30.544812700465112 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 31
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -32.012667187133125 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 62
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -32.012667187133125 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 62
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -33.29930952983057 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 90
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -33.29930952983057 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 90
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -33.43497112952885 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 93
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -33.83942079998342 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 102
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -33.83942079998342 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 102
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -33.83942079998342 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 102
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -33.97339394603592 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 105
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -33.97339394603592 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 105
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -34.328599637842466 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 113
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -34.328599637842466 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 113
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -29.03120402225871 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 113
time = 2020-11-17 16:04:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -34.636957846855545 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -2.0158057033277146 and RSI = 16.744421851492813 and slop[-1] =-43.7666879667866 and self.submitted = 0 and upper BBand = 3603.7236671330124 and lower BBand = 3602.408689314119 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 214, and df["volume"] = 120
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.5 and bar_num = -6.0 and obv_slope = -14.463815974759886 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 28.75 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = -1
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -8.294960276041204 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 29
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -8.294960276041204 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 29
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -8.294960276041204 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 29
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -7.875056054528757 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 31
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -7.875056054528757 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 31
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -7.875056054528757 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 31
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -7.875056054528757 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 31
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -6.6103974377846235 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 37
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -6.398956627368923 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 38
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -1.7130080558734984 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 60
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -1.7130080558734984 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 60
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = 3.2094863177919786 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 83
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = 3.2094863177919786 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 83
time = 2020-11-17 16:05:00 cash in hand = 1134.62, portfolio value = 1067.64, unrealized PNL = -33.78 realized PNL = -263.62, holding = 0 calls and 1 puts and ES = 3603.25 and bar_num = -6.0 and obv_slope = -14.262807320264216 and [call,puts] values are = [30.25 20.25] and max call price = 29.0 compared to 29.0 and max put price = 21.0 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = -1.949152801129003 and RSI = 47.58500170750093 and slop[-1] =-34.636957846855545 and self.submitted = 0 and upper BBand = 3603.5948190512763 and lower BBand = 3602.282484407816 and df["roll_max_cp"] = 3609.25 and df["roll_min_cp"] = 3601.75 and df["roll_max_vol"].iloc[i-1] = 635.0 and df["volume"].iloc[i-1] = 120, and df["volume"] = 83
